code,count,mean,std,min,25%,50%,75%,max
43583-4,1.0,46.0,,46.0,46.0,46.0,46.0,46.0
43810-1,0.0,,,,,,,
43913-3,0.0,,,,,,,
43993-5,31.0,27.870967741935484,6.141345864894605,12.0,24.5,28.0,32.0,41.0
44099-0,0.0,,,,,,,
44250-9,0.0,,,,,,,
44251-7,0.0,,,,,,,
44252-5,0.0,,,,,,,
44253-3,0.0,,,,,,,
44254-1,0.0,,,,,,,
44255-8,0.0,,,,,,,
44258-2,0.0,,,,,,,
44259-0,0.0,,,,,,,
44260-8,0.0,,,,,,,
44261-6,91.0,7.4945054945054945,6.066984655354157,0.0,2.0,7.0,11.0,24.0
44293-9,1.0,0.37,,0.37,0.37,0.37,0.37,0.37
44309-3,1.0,12.22,,12.22,12.22,12.22,12.22,12.22
44446-3,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
44448-9,2.0,1.5,0.7071067811865476,1.0,1.25,1.5,1.75,2.0
44525-4,0.0,,,,,,,
44604-7,0.0,,,,,,,
44706-0,2.0,10.5,3.5355339059327378,8.0,9.25,10.5,11.75,13.0
4477-6,1.0,31.0,,31.0,31.0,31.0,31.0,31.0
4485-9,24.0,114.58333333333333,25.926177247459115,56.0,101.25,107.5,140.25,155.0
44877-9,0.0,,,,,,,
44963-7,0.0,,,,,,,
44966-0,0.0,,,,,,,
44971-0,1.0,6.0,,6.0,6.0,6.0,6.0,6.0
4498-2,20.0,21.65,4.738143096192853,16.0,18.0,21.0,24.0,33.0
4505-4,2.0,171.0,0.0,171.0,171.0,171.0,171.0,171.0
45084-1,0.0,,,,,,,
45155-9,11.0,0.17745454545454545,0.09444931300582725,0.049,0.101,0.173,0.2365,0.351
45194-8,3.0,41371.333333333336,63179.52312524473,3766.0,4900.5,6035.0,60174.0,114313.0
45210-2,0.0,,,,,,,
4532-8,1.0,50.0,,50.0,50.0,50.0,50.0,50.0
45323-3,0.0,,,,,,,
4537-7,155.0,26.941935483870967,30.043526586206063,1.0,7.0,15.0,33.0,138.0
4542-7,2.0,228.5,92.63098833543772,163.0,195.75,228.5,261.25,294.0
4544-3,4443.0,35.152126941255915,6.785734490164289,8.0,30.2,35.6,40.1,58.0
4546-8,13.0,96.62307692307692,0.8012010215439551,94.7,96.3,96.7,96.9,97.9
4548-4,439.0,6.639407744874715,1.6936277604298957,4.5,5.5,6.1,7.25,15.0
4551-8,10.0,2.55,0.2718251071716682,2.2,2.4,2.45,2.7,3.1
4552-6,4.0,2.925,0.4924428900898051,2.2,2.875,3.1,3.15,3.3
4554-2,8.0,3.5875,1.3788582233137676,2.2,2.475,3.05,4.825,5.8
4563-3,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4576-5,3.0,0.2333333333333333,0.40414518843273806,0.0,0.0,0.0,0.35,0.7
4579-9,0.0,,,,,,,
46082-4,0.0,,,,,,,
46083-2,0.0,,,,,,,
46127-7,37.0,153.35135135135135,113.99577629022933,11.4,68.9,112.0,242.0,416.0
46128-5,6.0,0.8333333333333334,0.752772652709081,0.0,0.25,1.0,1.0,2.0
46130-1,61.0,15.242622950819671,8.13132746473771,2.6,8.1,16.6,20.0,41.3
46133-5,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
46154-1,0.0,,,,,,,
46216-8,2.0,8.614999999999998,0.6010407640085651,8.19,8.4025,8.614999999999998,8.827499999999999,9.04
46217-6,12.0,0.041666666666666664,0.049696045815506996,0.0,0.01,0.03,0.04,0.17
4625-0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46383-6,4.0,14761352.0,53340.10959868755,14701683.0,14726338.5,14761515.0,14796528.5,14820695.0
46418-0,1.0,1.3,,1.3,1.3,1.3,1.3,1.3
46419-8,9.0,80.11111111111111,235.45989278667207,1.0,1.0,1.0,3.0,708.0
46702-7,8.0,52.25,91.21520863164369,1.0,4.0,15.5,53.25,271.0
4679-7,2.0,1.7000000000000002,1.2727922061357855,0.8,1.25,1.7000000000000002,2.15,2.6
47000-5,0.0,,,,,,,
47084-9,0.0,,,,,,,
47349-6,1.0,1.54,,1.54,1.54,1.54,1.54,1.54
47382-7,4.0,14805023.0,229411.91165674027,14480012.0,14725565.0,14881745.5,14961203.5,14976589.0
48058-2,30.0,976.3666666666667,2475.622115937636,154.0,201.5,265.0,437.5,10396.0
48065-7,2.0,0.235,0.007071067811865462,0.23,0.2325,0.235,0.2375,0.24
48067-3,10.0,1093.9,1067.6179560123555,147.0,321.75,697.0,1390.75,3314.0
48159-8,25.0,0.20324,0.48714947055977253,0.0,0.02,0.04,0.1,1.8
4821-5,0.0,,,,,,,
48345-3,0.0,,,,,,,
48378-4,44.0,1.0636363636363635,1.2758036061391391,0.0,0.11249999999999999,0.8,1.0375,6.67
48391-7,276.0,26.684782608695652,3.8760692774353585,11.0,25.0,27.0,28.25,52.0
48404-8,6.0,3.0,4.427188724235731,1.0,1.0,1.0,1.75,12.0
48409-7,0.0,,,,,,,
48501-1,0.0,,,,,,,
48505-2,0.0,,,,,,,
48506-0,0.0,,,,,,,
48642-3,767.0,83.47217953063885,27.87179888617891,11.6476,70.0,82.4875,96.09135,198.1688
48643-1,829.0,99.48333992762365,33.62714132323741,14.117,83.2976,98.239,115.0,240.1806
48654-8,1.0,0.8,,0.8,0.8,0.8,0.8,0.8
48703-3,42.0,31.245238095238093,6.2094421563573245,18.7,25.0,32.599999999999994,36.050000000000004,44.3
48766-0,0.0,,,,,,,
48792-6,1.0,0.14,,0.14,0.14,0.14,0.14,0.14
48795-9,1.0,0.56,,0.56,0.56,0.56,0.56,0.56
48813-0,0.0,,,,,,,
49136-5,47.0,0.9595744680851063,0.5302417719543175,0.1,0.55,0.8,1.35,2.1
49220-7,3.0,22.266666666666666,21.733921259941415,4.5,10.15,15.8,31.15,46.5
49316-3,0.0,,,,,,,
49521-8,0.0,,,,,,,
49524-2,0.0,,,,,,,
49533-3,0.0,,,,,,,
49553-1,1.0,18.54,,18.54,18.54,18.54,18.54,18.54
49605-9,1.0,7.11,,7.11,7.11,7.11,7.11,7.11
49755-2,0.0,,,,,,,
49891-5,0.0,,,,,,,
49896-4,0.0,,,,,,,
4991-6,0.0,,,,,,,
5000-5,0.0,,,,,,,
50064-5,43.0,140.1860465116279,8.275770181259462,122.0,137.0,146.0,146.0,154.0
5014-6,0.0,,,,,,,
50212-0,1.0,97.0,,97.0,97.0,97.0,97.0,97.0
50385-4,0.0,,,,,,,
5048-4,1.0,320.0,,320.0,320.0,320.0,320.0,320.0
50551-1,0.0,,,,,,,
50555-2,0.0,,,,,,,
50557-8,10.0,21.5,10.287532908007309,10.0,15.0,20.0,20.0,40.0
50558-6,0.0,,,,,,,
50560-2,148.0,5.902027027027027,0.8261433713423294,5.0,5.0,6.0,6.0,9.0
50561-0,23.0,37.391304347826086,25.444662112897586,10.0,30.0,30.0,30.0,100.0
50562-8,716.0,1.0165293296089386,0.010140301376068656,1.002,1.009,1.015,1.02125,1.112
50563-6,23.0,0.7043478260869565,0.8042377875804718,0.2,0.2,0.2,1.5,2.0
5060-9,4.0,0.5049999999999999,0.1470827431527347,0.36,0.4425,0.475,0.5375,0.71
50672-5,0.0,,,,,,,
5076-5,2.0,1.5,0.7071067811865476,1.0,1.25,1.5,1.75,2.0
50969-5,7.0,26.427142857142854,29.024932221732925,1.21,2.54,14.3,45.4,73.6
51006-5,0.0,,,,,,,
5116-9,1.0,2.77,,2.77,2.77,2.77,2.77,2.77
5124-3,1.0,1.6,,1.6,1.6,1.6,1.6,1.6
5126-8,3.0,10.786666666666667,10.953379995842987,0.36,5.08,9.8,16.0,22.2
5130-0,3.0,2.0,1.7320508075688772,1.0,1.0,1.0,2.5,4.0
5131-8,0.0,,,,,,,
51435-6,2.0,1.05,1.0606601717798212,0.3,0.675,1.05,1.425,1.8
51487-7,2.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0
5157-3,13.0,111.57076923076922,108.67385698053437,0.68,14.08,91.2,175.0,379.0
5158-1,1.0,26.0,,26.0,26.0,26.0,26.0,26.0
51584-1,143.0,1.6555944055944058,11.698825186134851,0.0,0.0,0.01,0.06,130.0
5159-9,3.0,1.9633333333333336,2.275551215273638,0.27,0.67,1.07,2.81,4.55
51660-9,0.0,,,,,,,
51755-7,1.0,2.0,,2.0,2.0,2.0,2.0,2.0
5176-3,2.0,0.275,0.021213203435596406,0.26,0.2675,0.275,0.2825,0.29
51760-7,0.0,,,,,,,
51914-0,0.0,,,,,,,
51924-9,12.0,23.333333333333332,7.784989441615229,20.0,20.0,20.0,20.0,40.0
5193-8,4.0,104.675,110.210204457966,17.7,50.175,67.5,122.0,266.0
5195-3,0.0,,,,,,,
5196-1,0.0,,,,,,,
5198-7,2.0,0.09,0.0,0.09,0.09,0.09,0.09,0.09
5206-8,4.0,3.095,4.702839567750531,0.13,0.535,1.075,3.635,10.1
5209-2,2.0,0.75,0.6646803743153546,0.28,0.515,0.75,0.985,1.22
5213-4,0.0,,,,,,,
5221-7,0.0,,,,,,,
5244-9,10.0,40.629000000000005,34.357285641718946,1.56,7.5075,46.15,55.85,107.0
5256-3,1.0,0.05,,0.05,0.05,0.05,0.05,0.05
5273-8,17.0,3.338823529411765,2.710583153015558,0.07,0.2,3.3,5.2,7.55
5274-6,13.0,0.13538461538461538,0.04789143705914183,0.09,0.1,0.1,0.2,0.2
5290-2,0.0,,,,,,,
5292-8,0.0,,,,,,,
53115-2,823.0,0.099453219927096,1.2550540424909808,0.0,0.02,0.03,0.05,30.0
53326-5,131.0,1.017412213740458,0.00795938751896404,1.0,1.0125,1.018,1.023,1.048
53328-1,10.0,85.0,41.16363011742823,50.0,50.0,75.0,100.0,150.0
5334-8,21.0,28.404761904761905,42.96464926181146,1.0,4.13,5.4,18.0,132.0
53622-7,1.0,36.0,,36.0,36.0,36.0,36.0,36.0
5370-2,2.0,286.0,343.6538956566621,43.0,164.5,286.0,407.5,529.0
53813-2,2.0,66.0,8.48528137423857,60.0,63.0,66.0,69.0,72.0
53814-0,5.0,492.8,110.74836341905916,391.0,395.0,469.0,562.0,647.0
5388-4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5393-4,0.0,,,,,,,
53935-3,1.0,0.7,,0.7,0.7,0.7,0.7,0.7
53948-6,0.0,,,,,,,
53962-7,10.0,5.369999999999999,3.3186509976863254,1.3,3.1,5.8,5.975,13.1
5403-1,18.0,584.6294444444444,667.0331587090106,0.3,51.877500000000005,309.5,840.75,2506.0
54067-4,0.0,,,,,,,
54142-5,0.0,,,,,,,
54143-3,0.0,,,,,,,
54144-1,0.0,,,,,,,
54218-3,17.0,0.7458823529411764,0.4785793928849399,0.4,0.5,0.6,0.7,1.8
54410-6,0.0,,,,,,,
54456-9,6.0,75.5,10.38864765019971,55.6,75.3,77.94999999999999,81.725,84.1
54511-1,0.0,,,,,,,
547-0,0.0,,,,,,,
55274-5,0.0,,,,,,,
55465-9,0.0,,,,,,,
55729-8,1.0,0.02,,0.02,0.02,0.02,0.02,0.02
55752-0,1.0,626.9,,626.9,626.9,626.9,626.9,626.9
55758-7,478.0,0.5188284518828452,1.4003073516571054,0.0,0.0,0.0,0.0,6.0
56010-2,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
56027-6,1.0,31.0,,31.0,31.0,31.0,31.0,31.0
5622-6,6.0,2.7000000000000006,1.2727922061357857,0.7,2.225,2.5999999999999996,3.725,4.1
5625-9,4.0,3.25,3.304037933599835,1.0,1.0,2.0,4.25,8.0
5631-7,5.0,121.4,13.296616110875728,108.0,108.0,122.0,133.0,136.0
5643-2,16.0,164.75,103.11385293289484,11.0,49.5,191.5,231.75,336.0
56481-5,0.0,,,,,,,
56536-6,1.0,2.3,,2.3,2.3,2.3,2.3,2.3
56537-4,3.0,2.6666666666666665,1.5275252316519468,1.0,2.0,3.0,3.5,4.0
56540-8,1.0,214.0,,214.0,214.0,214.0,214.0,214.0
5671-3,4.0,0.4,0.9521904571390466,-1.0,0.19999999999999996,0.8,1.0,1.0
56832-9,0.0,,,,,,,
56888-1,0.0,,,,,,,
57071-3,0.0,,,,,,,
57079-6,0.0,,,,,,,
57093-7,8.0,10.125,8.93528319161098,2.0,5.25,7.5,11.75,30.0
5724-0,4.0,131.75,8.381527307120106,124.0,124.75,132.0,139.0,139.0
57358-4,3.0,2.3333333333333335,0.901849950564579,1.4,1.9,2.4,2.8,3.2
57440-0,0.0,,,,,,,
57462-4,2.0,120.0,7.0710678118654755,115.0,117.5,120.0,122.5,125.0
5763-8,4.0,93.0,10.392304845413264,80.0,87.5,94.0,99.5,104.0
5767-9,0.0,,,,,,,
5770-3,0.0,,,,,,,
5774-5,0.0,,,,,,,
57751-0,0.0,,,,,,,
5778-6,0.0,,,,,,,
5783-6,0.0,,,,,,,
57901-1,0.0,,,,,,,
5792-7,33.0,230.9090909090909,286.46949702764647,30.0,50.0,100.0,250.0,1000.0
5794-3,0.0,,,,,,,
5796-8,40.0,5.975,9.762533036156716,1.0,2.0,3.0,6.0,61.0
5797-6,4.0,21.25,12.5,15.0,15.0,15.0,21.25,40.0
5799-2,0.0,,,,,,,
58009-2,0.0,,,,,,,
5802-4,0.0,,,,,,,
5803-2,904.0,6.040929203539823,0.8555632673247364,5.0,5.5,6.0,6.5,9.0
5804-0,140.0,58.785714285714285,48.58379777210655,30.0,30.0,30.0,100.0,300.0
5809-9,0.0,,,,,,,
5811-5,124.0,1.017040322580645,0.005799354034042838,1.004,1.014,1.015,1.0202499999999999,1.037
5814-9,0.0,,,,,,,
5817-2,0.0,,,,,,,
582-7,0.0,,,,,,,
5821-4,441.0,23.575963718820862,89.3104099757416,0.0,1.0,2.0,9.0,1194.0
584-3,0.0,,,,,,,
58413-6,1610.0,0.12894409937888202,0.9171290373797252,0.0,0.0,0.0,0.0,22.9
586-8,0.0,,,,,,,
5862-8,0.0,,,,,,,
5866-9,0.0,,,,,,,
58709-7,1.0,2.0,,2.0,2.0,2.0,2.0,2.0
58710-5,1.0,3.0,,3.0,3.0,3.0,3.0,3.0
5901-4,1.0,11.3,,11.3,11.3,11.3,11.3,11.3
5902-2,1349.0,16.361675315048185,7.768227756260528,8.7,11.8,13.3,17.8,70.9
5905-5,2146.0,8.39054054054054,3.9601527232077287,0.0,6.2,7.9,9.8,48.2
5908-9,0.0,,,,,,,
59263-4,0.0,,,,,,,
59264-2,0.0,,,,,,,
59410-1,1.0,96.0,,96.0,96.0,96.0,96.0,96.0
59412-7,28.0,94.64285714285714,4.138476063357638,78.0,93.75,95.5,97.0,99.0
59454-9,0.0,,,,,,,
59455-6,0.0,,,,,,,
59456-4,0.0,,,,,,,
59457-2,0.0,,,,,,,
59458-0,0.0,,,,,,,
59459-8,0.0,,,,,,,
59460-6,4236.0,39.32483474976393,22.155504018103056,0.0,25.0,35.0,50.0,110.0
59471-3,406.0,4.640394088669951,0.6303781677962093,1.6,4.5,4.7,4.9,6.3
5964-2,86.0,14.445348837209302,5.802852381306449,1.5,11.7,12.6,13.8,39.3
59673-4,0.0,,,,,,,
60026-2,0.0,,,,,,,
60340-7,0.0,,,,,,,
60346-4,8.0,90.125,14.672009308300522,61.0,81.25,99.5,100.0,100.0
60432-2,0.0,,,,,,,
60474-4,35.0,1.8582857142857145,1.2807132335361502,0.05,1.17,1.41,2.05,6.32
60489-2,0.0,,,,,,,
60522-0,0.0,,,,,,,
60794-5,3.0,35.0,0.0,35.0,35.0,35.0,35.0,35.0
60821-6,1.0,22.0,,22.0,22.0,22.0,22.0,22.0
60985-9,239.0,8.313807531380753,3.8618280792988036,0.0,6.0,9.0,10.0,28.0
61151-7,1079.0,3.6486561631139947,0.7908307739465417,0.9,3.2,3.9,4.2,5.5
61367-9,0.0,,,,,,,
61372-9,0.0,,,,,,,
61373-7,0.0,,,,,,,
61404-0,0.0,,,,,,,
6218-2,1.0,0.11,,0.11,0.11,0.11,0.11,0.11
62238-1,3805.0,74.73707713534823,30.7792880228441,4.5763,53.765,79.3154,98.9232,156.6641
62290-2,11.0,50.45454545454545,17.80091928167552,18.0,44.0,46.0,63.0,81.0
62292-8,89.0,29.905584269662917,13.5066298962676,0.04,21.0,31.0,37.3,71.0
62423-9,0.0,,,,,,,
6246-3,1.0,0.11,,0.11,0.11,0.11,0.11,0.11
62460-1,0.0,,,,,,,
62461-9,0.0,,,,,,,
626-2,0.0,,,,,,,
6298-4,498.0,4.027510040160642,0.6256957695845918,2.5,3.7,3.9,4.3,8.3
6299-2,310.0,20.238709677419354,23.017956651856977,4.0,11.0,13.0,19.0,256.0
630-4,0.0,,,,,,,
6301-6,1417.0,1.4907480592801692,0.7992196967217086,0.8,1.0,1.2,1.6,9.6
6302-4,1.0,78.0,,78.0,78.0,78.0,78.0,78.0
6303-2,2.0,31.5,3.5355339059327378,29.0,30.25,31.5,32.75,34.0
6320-6,0.0,,,,,,,
6321-4,0.0,,,,,,,
63370-1,4.0,1.55,0.7852812659593165,0.9,0.975,1.35,1.925,2.6
63376-8,0.0,,,,,,,
63391-7,0.0,,,,,,,
63453-5,4.0,1.75,0.5,1.0,1.75,2.0,2.0,2.0
63459-2,2.0,3.0,0.0,3.0,3.0,3.0,3.0,3.0
6349-5,0.0,,,,,,,
63503-7,0.0,,,,,,,
6357-8,0.0,,,,,,,
6371-9,0.0,,,,,,,
64084-7,35.0,0.5297142857142857,1.964744386479239,-0.01,0.0,0.01,0.035,9.1
6410-5,0.0,,,,,,,
6412-1,0.0,,,,,,,
6457-6,0.0,,,,,,,
6476-6,0.0,,,,,,,
6482-4,0.0,,,,,,,
6558-1,0.0,,,,,,,
65633-0,0.0,,,,,,,
6568-0,0.0,,,,,,,
6598-7,161.0,0.4533105590062112,1.0024535664809173,0.01,0.03,0.06,0.28,7.19
6683-7,1.0,13.9,,13.9,13.9,13.9,13.9,13.9
6690-2,836.0,7.107224880382775,2.689853358806613,1.7,5.3,6.5,8.2,23.9
67151-1,4.0,268.75,188.5,7.0,219.25,306.5,356.0,455.0
6741-3,5.0,9145.8,15640.006560100926,479.0,1028.0,3222.0,4000.0,37000.0
6743-9,55.0,767.4545454545455,3736.8375112999747,1.0,2.0,8.0,48.5,26500.0
6746-2,18.0,0.55,1.5409126401927793,0.0,0.0,0.0,0.0,6.0
675-9,0.0,,,,,,,
6768-6,1810.0,107.00939226519337,85.9041685213091,20.0,68.0,86.0,116.0,1333.0
67821-9,0.0,,,,,,,
6824-7,0.0,,,,,,,
68324-3,5.0,170.4,100.47537011626282,62.0,122.0,125.0,228.0,315.0
68518-0,0.0,,,,,,,
6864-3,0.0,,,,,,,
6873-4,19.0,0.7805263157894736,1.4796113366699848,0.08,0.12,0.17,0.725,6.42
6874-2,2.0,82.0,70.71067811865476,32.0,57.0,82.0,107.0,132.0
6875-9,3.0,23.833333333333332,18.33939293797189,9.5,13.5,17.5,31.0,44.5
6892-4,4.0,1.375,0.2217355782608345,1.1,1.25,1.4,1.525,1.6
68999-2,38.0,77.21052631578948,14.8618101089842,40.0,66.25,75.0,89.5,109.0
69000-8,40.0,80.525,14.309737584721454,52.0,70.75,78.5,94.5,108.0
69001-6,40.0,84.05,16.520306075267275,50.0,74.0,82.0,96.5,118.0
69002-4,0.0,,,,,,,
69562-7,0.0,,,,,,,
69563-5,0.0,,,,,,,
69565-0,0.0,,,,,,,
69566-8,0.0,,,,,,,
69567-6,0.0,,,,,,,
69937-1,0.0,,,,,,,
69945-4,0.0,,,,,,,
70173-0,0.0,,,,,,,
70184-7,0.0,,,,,,,
702-1,0.0,,,,,,,
70274-6,19.0,7.2105263157894735,6.494261974735176,0.0,2.5,6.0,9.5,20.0
703-9,0.0,,,,,,,
704-7,2173.0,3.206889093419236,12.828114891214048,0.0,0.0,0.02,0.06,129.0
706-2,2150.0,0.5324558139534884,0.41925205028356544,0.0,0.3,0.48,0.7,4.3
707-0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
708-8,24.0,5.368333333333333,3.8972104479181406,0.56,2.7475,4.325,8.9675,15.58
709-6,21.0,49.04761904761905,35.26113468179405,1.0,6.0,59.0,82.0,89.0
711-2,2151.0,15.698168293816831,68.72690772190602,0.0,0.07,0.12,0.27,893.0
713-8,2130.0,2.4052300469483567,2.403697083645968,0.0,0.8,1.9,3.2150000000000003,30.0
71344-6,0.0,,,,,,,
71346-1,0.0,,,,,,,
71347-9,0.0,,,,,,,
71348-7,0.0,,,,,,,
71350-3,0.0,,,,,,,
71351-1,0.0,,,,,,,
71352-9,0.0,,,,,,,
71353-7,0.0,,,,,,,
714-6,61.0,0.319672131147541,1.1755593948033347,0.0,0.0,0.0,0.0,8.0
71431-1,0.0,,,,,,,
71695-1,827.0,0.46268440145102785,0.4035247855797881,0.0,0.3,0.4,0.5,5.3
71772-8,6.0,3.5066666666666664,3.220979147195254,1.43,1.6949999999999998,1.9100000000000001,3.835,9.69
71774-4,7.0,8.848571428571429,0.690782854724227,7.67,8.5,9.08,9.295,9.6
71776-9,27.0,0.09407407407407406,0.18429197693750196,0.0,0.02,0.03,0.08499999999999999,0.84
718-7,4595.0,11.707856365614798,2.3335800057581313,2.0,10.0,11.8,13.4,18.6
71942-7,1.0,0.0,,0.0,0.0,0.0,0.0,0.0
72106-8,1.0,30.0,,30.0,30.0,30.0,30.0,30.0
72137-3,1.0,14718697.0,,14718697.0,14718697.0,14718697.0,14718697.0,14718697.0
72138-1,4.0,14753849.25,180959.00206285215,14578582.0,14656686.25,14716534.5,14813697.5,15003746.0
72139-9,4.0,14603408.0,272220.73966789036,14239863.0,14473087.5,14671129.0,14801449.5,14831511.0
72142-3,16.0,14641544.625,164887.44436326862,14296898.0,14528691.0,14643667.5,14793699.0,14867556.0
72166-2,0.0,,,,,,,
72223-1,0.0,,,,,,,
72323-9,0.0,,,,,,,
72328-8,0.0,,,,,,,
72389-0,0.0,,,,,,,
72391-6,0.0,,,,,,,
72495-5,0.0,,,,,,,
72514-3,0.0,,,,,,,
72607-5,0.0,,,,,,,
728-6,0.0,,,,,,,
72887-3,0.0,,,,,,,
731-0,2176.0,149.56397977941174,576.4065619649034,0.0,1.0,1.5,2.3,7957.0
733-6,0.0,,,,,,,
73561-3,3.0,-0.3333333333333333,1.5947831618540915,-1.4,-1.25,-1.1,0.19999999999999996,1.5
